Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
The Bands of Mourning,,A Mistborn Novel,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,Tor Publishing Group,,2023/09/05,2023,,,,Fiction,"THE MISTBORN WORLD OF #1 NEW YORK TIMES BESTSELLING AUTHOR BRANDON SANDERSONEXPANDS ITS HORIZONS WITH A MAGICAL QUEST AND MYSTERIOUS VISITORS FROM THE SOUTH.The Bands of Mourning are the mythical metalminds once owned by the Lord Ruler, said to grant anyone who wears them the powers that the Lord Ruler had at his command. Hardly anyone thinks they truly exist, but now a kandra researcher has returned to Elendel with images that seem to depictthe Bands, as well as writings in a language that no one can read. Plus another image that shocks Waxillium Ladrian: a photo of his sister, Telsin, being held captive by his uncle, a leader of the shadowy organization known as the Set.Wax travels south to the city of New Seran to investigate, along with his partner, Wayne, the brilliant Marasi, and the ethically flexible kandra MeLaan. On their journey they find the Set has discovered the wreckage of a mysterious ship miles from any water, and hold prisoner a masked survivor who barely speaks the language. His people and the Set are also hunting the Bands—can they be located before they fall into the wrong hands?“A fast-paced novel that’s part Wild West, part Indiana Jones, and wholly entertaining,combining high emotional stakes with a deep, good-natured sense of humor.” —Kirkus ReviewsOther Tor books by Brandon Sanderson  The Cosmere  The Stormlight Archive The Way of Kings Words of Radiance Edgedancer (Novella) Oathbringer Dawnshard (Novella) Rhythm of War  The Mistborn trilogy Mistborn: The Final Empire The Well of Ascension The Hero of Ages  Mistborn: The Wax and Wayne series Alloy of Law Shadows of Self Bands of Mourning The Lost Metal  Collection Arcanum Unbounded  Other Cosmere novels Elantris WarbreakerTress of the Emerald SeaYumi and the Nightmare PainterThe Sunlit Man  The Alcatraz vs. the Evil Librarians series Alcatraz vs. the Evil Librarians The Scrivener's Bones The Knights of Crystallia The Shattered Lens The Dark TalentBastille vs. the Evil Librarians (co-authored with Janci Patterson)  The Rithmatist series The RithmatistOther novelsLegion: The Many Lives of Stephen LeedsThe Frugal Wizard’s Handbook for Surviving Medieval England  Other books by Brandon Sanderson  The Reckoners Steelheart Firefight Calamity",,,,,,,,,,,480,,,,,,English,,,,,,9781250862457,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 09:32:46.768046975,,,,,,,,sYtVEAAAQBAJ,,0,0,0,,,
The Circle,,a novel,,,Dave Eggers,"Eggers, Dave",,,,,,Knopf Doubleday Publishing Group,New York,2014/04/22,2014,,,,Fiction,"INTERNATIONAL BESTSELLER • A bestselling dystopian novel that tackles surveillance, privacy and the frightening intrusions of technology in our lives—a “compulsively readable parable for the 21st century” (Vanity Fair). When Mae Holland is hired to work for the Circle, the world’s most powerful internet company, she feels she’s been given the opportunity of a lifetime. The Circle, run out of a sprawling California campus, links users’ personal emails, social media, banking, and purchasing with their universal operating system, resulting in one online identity and a new age of civility and transparency. As Mae tours the open-plan office spaces, the towering glass dining facilities, the cozy dorms for those who spend nights at work, she is thrilled with the company’s modernity and activity. There are parties that last through the night, there are famous musicians playing on the lawn, there are athletic activities and clubs and brunches, and even an aquarium of rare fish retrieved from the Marianas Trench by the CEO. Mae can’t believe her luck, her great fortune to work for the most influential company in the world—even as life beyond the campus grows distant, even as a strange encounter with a colleague leaves her shaken, even as her role at the Circle becomes increasingly public. What begins as the captivating story of one woman’s ambition and idealism soon becomes a heart-racing novel of suspense, raising questions about memory, history, privacy, democracy, and the limits of human knowledge.",,,,,,,,,,,512,,,5.12 x 0.87 x 8.27 in,,12.99 $,English,,813/.6,,,,9780345807298,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.096660017,,,,,,,,bkeTEAAAQBAJ,,0,0,0,,,
The Companions,,The Legend of Drizzt,,,R. A. Salvatore,"Salvatore, R. A.",,,,,,Wizards of the Coast Publishing,,2014/02/04,2014,,,,Fiction,"A world-shaping event revives old favorites, introduces new complications—and moves hero Drizzt Do'Urden into a restored era of the Forgotten RealmsAlone and with his fate hanging in the balance, Drizzt Do'Urden reflects on the lives of the trusted allies who stood by his side throughout his early life—the friends now known as the Companions of the Hall. Unbeknownst to him, the goddess Mielikki has given Bruenor, Catti-brie, Regis, and Wulfgar the chance to return to the world they left behind. Reborn as children but with their memories still intact, the friends must find a way back to one another—and to their lone Companion, Drizzt.Meanwhile, three seemingly unrelated commoners, growing up across the far reaches of the Forgotten Realms, display incredible feats of power. Against all odds, they hold the fate of Drizzt Do'Urden in their hands—a fate that is far from certain. For in the shadows, a cunning cabal of wizards is watching, intent on hunting the ""Chosen"" mortals who have been blessed by the gods. These wizards know something mere commoners do not: Long-forgotten gods have begun to stir. Long-lost lands have begun to tremble. The world around them is about to change—and these wizards will do whatever it takes to turn the coming chaos to their advantage.The Companions is the first book in the Sundering series and the twenty-seventh book in the Legend of Drizzt series.",,,,,,,,,,,464,,,4.21 x 1.10 x 6.81 in,,,English,,,,,,9780786965229,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:28:17.267529964,,,,,,,,UgRPEAAAQBAJ,,0,0,0,,,
The Complete Vegetarian Cookbook,,A Fresh Guide to Eating Well With 700 Foolproof Recipes,,,America's Test Kitchen,"Kitchen, America's Test",,,,,,America's Test Kitchen,"Brookline, MA",2015/03/01,2015,,,,Cooking,"Best-Selling vegetarian cookbook destined to become a classic. Everyone knows they should eat more vegetables and grains, but that prospect can be intimidating with recipes that are often too complicated for everyday meals or lacking in fresh appeal or flavor. For the first time ever, the test kitchen has devoted its considerable resources to creating a vegetarian cookbook for the way we want to eat today. The Complete Vegetarian Cookbook is a wide-ranging collection of boldly flavorful vegetarian recipes covering hearty vegetable mains, rice and grains, beans and soy as well as soups, appetizers, snacks, and salads. More than 300 recipes are fast (start to finish in 45 minutes or less), 500 are gluten-free, and 250 are vegan and are all highlighted with icons on the pages. The book contains stunning color photography throughout that shows the appeal of these veggie-packed dishes. In addition, almost 500 color photos illustrate vegetable prep and tricky techniques as well as key steps within recipes.",,,,,,,,,,,472,,,8.46 x 1.14 x 10.24 in,,,English,,641.5/636,,,,9781936493968,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:43:54.047320008,,,,,,,,4CKREAAAQBAJ,,0,0,0,,,
The Couple's Cookbook,,Recipes for Newlyweds,,,"Cole Stipovich,Kiera Stipovich","Stipovich, Cole",,,,,,Clarkson Potter/Ten Speed,"Oakland, CA",2019/11/12,2019,,,,Cooking,"A beautiful primer for newlyweds starting their first home together, full of achievable, modern recipes for weeknight meals, weekend brunches, and everything in between.The Couple's Cookbook is an inviting collection of simple and comforting recipes for any food-loving pair that wants to learn to cook together. Written by a husband and wife who also work together as wedding photographers, this book is romantic, playful, and fun. The recipes are designed for a couple to eat together or to use for entertaining, with modern classics such as Grilled Curry Chicken Salad, Red Potato Salad with Smoked Bacon and Chives, Spicy Shrimp Tacos with Mexican-Style Slaw, and Caramel Cheesecake Jars. Nearly every dish is photographed to help new cooks learn with ease, and the recipes are foolproof. A section on cocktails and setting up a home bar helps make any of these meals into a dinner party. With tips and tricks for cooking alone or together, and recipes for any occasion, this book will teach any couple how to eat and live well.",,,,,,,,,,,240,,,8.27 x 1.10 x 10.24 in,,,English,,641.5/61,,,,9780399581465,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:43:54.029294967,,,,,,,,BOC2DwAAQBAJ,,0,0,0,,,
The Crystal Shard,,The Legend of Drizzt,,,R.A. Salvatore,"Salvatore, R.A.",,,,,,Wizards of the Coast Publishing,,2007/01/09,2007,,,,Fiction,"Drizzt Do’Urden finds new friends and foes in the windswept towns of Icewind Dale, also the setting of the Dungeons & Dragons adventure book Rime of the Frostmaiden.With his days in the Underdark far behind him, drow ranger Drizzt Do’Urden sets down roots in the windswept Ten-Towns of Icewind Dale. A cold and unforgiving place, Ten-Towns sits on the brink of a catastrophic war, threatened by the barbarian tribes of the north. It’s in the midst of battle that a young barbarian named Wulfgar is captured and made the ward of Bruenor, a grizzled dwarf leader and a companion to Drizzt. With Drizzt’s help, Wulfgar will grow from a feral child to a man with the heart of a dwarf, the instincts of a savage, and the soul of a hero. But it will take even more than that to defeat the corrupt wizard who wields the demonic power of Crenshininbon—the fabled Crystal Shard.The Crystal Shard is first book in the Icewind Dale Trilogy and the fourth book in the Legend of Drizzt series.",,,,,,,,,,,384,,,4.17 x 0.87 x 7.09 in,,,English,,,,,,9780786942466,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:28:17.271955013,,,,,,,,07Ivfw8XuO0C,,0,0,0,,,
The Death Cure,,Book Three of the Maze Runner Series,,,James Dashner,"Dashner, James",,,,,,Random House Children's Books,New York,2013/01/08,2013,,,,Young Adult Fiction,"THE #1 NEW YORK TIMES BESTSELLING MAZE RUNNER SERIES • “[A] mysterious survival saga that passionate fans describe as a fusion of Lord of the Flies [and] The Hunger Games” (Entertainment Weekly)WICKED has taken everything from Thomas: his life, his memories, and now his only friends—the Gladers. But it’s finally over. The trials are complete, after one final test.What WICKED doesn’t know is that Thomas remembers far more than they think. And it’s enough to prove that he can’t believe a word of what they say.Thomas beat the Maze. He survived the Scorch. He’ll risk anything to save his friends. But the truth might be what ends it all.The time for lies is over.The first two books, The Maze Runner and The Scorch Trials, are also #1 worldwide blockbuster movies featuring the star of MTV's Teen Wolf, Dylan O'Brien; Kaya Scodelario; Aml Ameen; Will Poulter; and Thomas Brodie-Sangster!Look for more books in the blockbuster Maze Runner series:THE MAZE RUNNER • THE SCORCH TRIALS • THE DEATH CURE • THE KILL ORDER • THE FEVER CODE",,,,,,,,,,,368,,,5.35 x 0.79 x 8.27 in,,6.99 $,English,,[Fic],,,,9780385738781,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/06 17:02:22.973937034,,,,,,,,nXAlPwr75zIC,,0,0,0,,,
The Fairy Bargains of Prospect Hill,,,,,Rowenna Miller,"Miller, Rowenna",,,,,,Orbit,"New York, NY",,2023,,,,Fiction,"""A warm-hearted yet fierce fairy tale.""―H. G. Parry    In the early 1900s, two sisters must navigate the magic and the dangers of the Fae in this enchanting and cozy historical fantasy about sisterhood and self-discovery.    There is no magic on Prospect Hill--or anywhere else, for that matter. But just on the other side of the veil is the world of the Fae. Generations ago, the first farmers on Prospect Hill learned to bargain small trades to make their lives a little easier--a bit of glass to find something lost, a cup of milk for better layers in the chicken coop.    Much of that old wisdom was lost as the riverboats gave way to the rail lines and the farmers took work at mills and factories. Alaine Fairborn's family, however, was always superstitious, and she still hums the rhymes to find a lost shoe and to ensure dry weather on her sister's wedding day.    When Delphine confides her new husband is not the man she thought he was, Alaine will stop at nothing to help her sister escape him. Small bargains buy them time, but a major one is needed. Yet, the price for true freedom may be more than they're willing to pay.    Praise for The Fairy Bargains of Prospect Hill:    ""Brimming with folk magic and delightfully sinister hidden worlds. Truly enchanting.""―Leslye Penelope    ""A beautifully written tale of feminine power, sisterly devotion, and magic as old as the hills themselves.""―Louisa Morgan    For more from Rowenna Miller, check out:    The Unraveled Kingdom  Torn  Fray  Rule",,,,,,,,,,,416,,,6.30 x 1.34 x 8.19 in,,,English,,813/.6,,,,9780316378475,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 21:10:47.833863019,,,,,,,,V5ZGzwEACAAJ,,0,0,0,,,
The Faraway Paladin (Manga) Omnibus 1,,,,,Kanata Yanagino,"Yanagino, Kanata",,,,,,J-Novel Club,"[San Antonio, Texas]",2021/08/17,2021,,,,Comics & Graphic Novels,"""In a city of the dead, long since ruined and far from human civilization, lives a single human child. His name is Will, and he's being raised by three undead: the hearty skeletal warrior, Blood; the graceful mummified priestess, Mary; and the crotchety spectral sorcerer, Gus. The three pour love into the boy, and teach him all they know. But one day, Will starts to wonder: ""Who am I?"" Will must unravel the mysteries of this faraway dead man's land, and unearth the secret pasts of the undead. He must learn the love and mercy of the good gods, and the bigotry and madness of the bad. And when he knows it all, the boy will take his first step on the path to becoming a Paladin.""--",,,,,,,,,,,360,,,5.16 x 0.83 x 7.48 in,,,English,,,,,,9781718359307,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.107045054,,,,,,,,eTRIzgEACAAJ,,0,0,0,,,
The Faraway Paladin (Manga) Omnibus 2,,,,,Kanata Yanagino,"Yanagino, Kanata",,,,,,J-Novel Club,"[San Antonio, Texas]",2022/03/15,2022,,,,Comics & Graphic Novels,"Contains the complete Volumes 3-4! In the fight against death, Will finds a new guiding light--and not a moment too soon. He must quickly learn to take what he gains in the face of great loss and soldier boldly, reverently forward into the future. With new life and purpose, Will takes his first steps out into the world.    Yet life on the outside is harsh. The land where beasts roam and demons maraud is a dark one. Even the kindness of strangers can be cruel here. The bustling city, too, is cloaked in shadows all its own. Will must continue to fight, both for his life and the light he now carries with him.",,,,,,,,,,,360,,,5.00 x 0.83 x 7.20 in,,,English,,,,,,9781718359314,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.117027997,,,,,,,,xwZwzgEACAAJ,,0,0,0,,,
The Fault in Our Stars,,,,,John Green,"Green, John",,,,,,Penguin Young Readers Group,United States,2014/04/08,2014,,,,Juvenile Fiction,"The beloved, #1 global bestseller by John Green, author of The Anthropocene Reviewed and Turtles All the Way Down“John Green is one of the best writers alive.” –E. Lockhart, #1 bestselling author of We Were Liars“The greatest romance story of this decade.″ –Entertainment Weekly#1 New York Times Bestseller • #1 Wall Street Journal Bestseller • #1 USA Today Bestseller • #1 International BestsellerDespite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel’s story is about to be completely rewritten.From John Green, #1 bestselling author of The Anthropocene Reviewed and Turtles All the Way Down, The Fault in Our Stars is insightful, bold, irreverent, and raw. It brilliantly explores the funny, thrilling, and tragic business of being alive and in love.",,,,,,,,,,,318,,,5.55 x 0.98 x 8.27 in,,9.99 $,English,,,,,,9780142424179,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:54:56.453834056,,,,,,,,QiLaCwAAQBAJ,,0,0,0,,,
The Fellowship of the Ring,,Being the First Part of The Lord of the Rings,,,John Ronald Reuel Tolkien,"Tolkien, John Ronald Reuel",,,,,,Mariner Books/Houghton Mifflin Harcourt,New York,,2012,,,,Fiction,"The first volume in J.R.R. Tolkien's epic adventure The Lord of the Rings One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, the Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.  A unique, wholly realized other world, evoked from deep in the well of Time, massively detailed, absorbingly entertaining, profound in meaning. New York Times J.R.R. TOLKIEN (1892 1973) is the creator of Middle-earth and author of such classic and extraordinary works of fiction as The Hobbit, The Lord of the Rings, and The Silmarillion. His books have been translated into more than fifty languages and have sold many millions of copies worldwide. www.lordoftheringstrilogy.com""",,,,,,,,,,,398,,,5.51 x 1.02 x 8.27 in,,,English,,823/.912,,,,9780547928210,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/28 20:07:17.897691965,,,,,,,,AY9yyAEACAAJ,,0,0,0,,,
The Flowers of Evil,,,,,Charles Baudelaire,"Baudelaire, Charles",,,,,,New Directions Publishing,New York,,1989,,,,Literary Criticism,"Banned and slighted in his lifetime, the book that contains all of Baudelaire's verses has opened up vistas to the imagination and quickened sensibilities of poets everywhere. Yet it is questionable whether a single translator can give adequate voice to Baudelaire's full poetic range. In compiling their classic, bilingual edition of The Flowers of Evil, the late Marthiel and Jackson Mathews chose from the work of forty-one translators to create a collection that is ""a commentary on the present state of the art of translation."" The Mathews' volume is a poets' homage to Baudelaire as well. Among the contributors are: Robert Fitzgerald, Anthony Hecht, Aldous Huxley, Stanley Kunitz, Robert Lowell, Edna St. Vincent Millay, Karl Shapiro, Allen Tate, Richard Wilbur, Yvon Winters.",,,,,,,,,,,448,,,5.20 x 1.30 x 8.27 in,,,English,,841/.8,,,,9780811211178,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.093588948,,,,,,,,W1wchMrvL1cC,,0,0,0,,,
The Frugal Wizard's Handbook for Surviving Medieval England,,,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,Tor Publishing Group,,2024/06/25,2024,,,,Fiction,"From #1 New York Times bestselling author Brandon Sanderson—creator of The Stormlight Archive, the Mistborn Saga, and countless bestselling works of science fiction and fantasy—comes this captivating standalone adventure that meshes Jason Bourne, epic fantasy, and time travel.A man awakes in a clearing in what appears to be medieval England with no memory of who he is, where he came from, or why he is there. Chased by a group from his own time, his sole hope for survival lies in regaining his missing memories, making allies among the locals, and perhaps even trusting in their superstitious boasts. His only help from the “real world” should have been a guidebook entitled The Frugal Wizard’s Handbook for Surviving Medieval England, except his copy exploded during transit. The few fragments he managed to save provide clues to his situation, but can he figure them out in time to survive?Other Tor books by Brandon SandersonThe CosmereThe Stormlight ArchiveThe Way of KingsWords of RadianceEdgedancer (novella)OathbringerDawnshard (novella)Rhythm of WarThe Mistborn SagaThe Original TrilogyMistbornThe Well of AscensionThe Hero of AgesWax and WayneThe Alloy of LawShadows of SelfThe Bands of MourningThe Lost MetalOther Cosmere novelsElantrisWarbreakerTress of the Emerald SeaYumi and the Nightmare PainterThe Sunlit ManCollectionArcanum Unbounded: The Cosmere CollectionThe Alcatraz vs. the Evil Librarians seriesAlcatraz vs. the Evil LibrariansThe Scrivener's BonesThe Knights of CrystalliaThe Shattered LensThe Dark TalentBastille vs. the Evil Librarians (with Janci Patterson)Other novelsThe RithmatistLegion: The Many Lives of Stephen LeedsThe Frugal Wizard’s Handbook for Surviving Medieval EnglandOther books by Brandon SandersonThe ReckonersSteelheartFirefightCalamitySkywardSkywardStarsightCytonicSkyward Flight (with Janci Patterson)Defiant",,,,,,,,,,,384,,,6.14 x 0.94 x 9.13 in,,,English,,,,,,9781250899682,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:02:08.461284995,,,,,,,,vFnaEAAAQBAJ,,0,0,0,,,
The Fruit of All My Grief,,Lives in the Shadows of the American Dream,,,J. Malcolm Garcia,"Garcia, J. Malcolm",,,,,,Seven Stories Press,New York,2019/10/02,2019,,,,Political Science,"Like the Russian author Svetlana Alexievich, award-winning journalist J. Malcolm Garcia lets the people he writes about speak for themselves. His writing highlights the struggles and the dignity of people quietly fighting for their lives. They include families and small businesses still recovering from the BP oil spill; the man sentenced to life in prison for transporting drugs to pay for the medical care that would save his son’s life; the widows of soldiers who died, not in war, but from toxic fumes they were exposed to at their bases overseas; the Iraqi interpreter who was promised American asylum, only to arrive and be forced to live in poverty. The soaring narratives told in The Fruit of All My Grief let us feel the fears, hopes, and outrage of those living in the shadows of the American Dream.",,,,,,,,,,,256,,,5.59 x 0.71 x 8.27 in,,,English,,306.0973,,,,9781609809539,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:24:30.165171027,,,,,,,,YmJOEAAAQBAJ,,0,0,0,,,
The Ghost King,,The Legend of Drizzt,,,R.A. Salvatore,"Salvatore, R.A.",,,,,,National Geographic Books,,2010/07/06,2010,,,,Fiction,"In the gripping conclusion to the New York Times­­–bestselling Transitions trilogy, Drizzt Do’Urden comes face-to-face with a power that will change Faerûn forever With the collapse of Mystra’s Weave and the onslaught of the Spellplague, all of Faerûn is thrown into chaos. But as magic turns more dangerous and unreliable, an even greater foe presents itself: the Ghost King, an entity that contains the combined might of a dragon, a mind flayer, and the Crenshinibon—the demonic crystal shard thought to be destroyed years ago. When Jarlaxle, a drowmercenary, is targeted by the Ghost King, he knows his life hinges on finding the Deneir priest named Cadderly Bonaduce. But to find Cadderly, he must travel to the cathedral in Spirit Soaring, the very place from which he is banned. And to enter Spirit Soaring, he must first his recruit his old enemy Drizzt Do’Urden to his cause. When Catti-brie is struck by an errant strand of the Weave, Jarlaxle is able to convince Drizzt and Bruenor that their plights are one and the same. Together, they travel to Spirit Soaring, where the priests and mages of Deneir—led by Cadderly—rush to arm themselves against the Ghost King. But with many losing faith and time quickly running out, the battle ahead looks more than dire than ever. The Ghost King is the third book in the Transitions trilogy and the twenty-second installment in the Legend of Drizzt series.",,,,,,,,,,,400,,,4.17 x 0.98 x 6.85 in,,,English,,,,,,9780786954995,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:28:26.633507013,,,,,,,,jwSPEAAAQBAJ,,0,0,0,,,
The Ghost of the Wicked Crow,,,,,Scott R Welvaert,"Welvaert, Scott R",,,,,,Skywater Publishing Cooperative Limited,Chaska,2024/03/01,2024,,,,Young Adult Fiction,"Immerse yourself in the psychedelic, mind-bending, and multiversal realm of the Infiniuum where travelers can stitch into an infinite array of alternate universes and worlds!In the multiverse, anything you can imagine exists somewhere. It's just a matter of finding it.Seventeen-year-old Ian Wilder's heart belonged to one person-his next-door neighbor, bestie, and steady girlfriend, Penelope Archer. To him, their hearts matched like the last two puzzle pieces across an infinite jigsaw universe. Since grade school, they spent every free moment in the outgrown treehouse adjoining their yards. There, under the dull glow of dying flashlights, Ian scribbled the words, and Penelope painted the worlds from their imagination. From western shootouts with kooky outlaws or surviving a horde of alien zombies aboard a space station, their stories poured to the pages more vividly than suburban reality. But junior year hit harder. Their stories took a back seat to make out sessions under the sleeping bags of that old treehouse. And as these two puzzle pieces came closer to completing the universe, something changed. Tragedy struck. Unable to cope, Ian cracked and succumbed to a walking state of catatonia. When Ian finally returned to school, a strange substitute teacher cornered him to tell Ian that infinite realities exist across a multiverse. Stranger yet, the substitute teacher desperately needed Ian's help to prevent a similar tragedy in an alternate reality filled with blood-thirsty pirates. Did Ian finally lose his mind? Or had he let his ridiculous imagination take over for him? Either way, he didn't care. It was an adventure, and if this was the last sign of his sanity slip away, so be it.Would Ian be able to solve his problems with the multiverse at his fingertips? Or would it fracture his psyche and family beyond repair?The Lost Zenith series is best enjoyed in order.Reading Order: Book #1 The Ghost of the Wicked CrowBook #2 Escape from Atlantis CityBook #3 The Traveler's Kiss",,,,,,,,,,,270,,,5.24 x 0.59 x 7.99 in,,,English,,,,,,9781088058459,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/07/12 17:39:28.296767950,,,,,,,,aiVG0QEACAAJ,,0,0,0,,,
The Girl with the Dragon Tattoo,,,,,Stieg Larsson,"Larsson, Stieg",,,,,,Vintage Crime/Black Lizard,"New York, USA",,2009,,,,Fiction,"It?s about the disappearance forty years ago of Harriet Vanger, a young scion of one of the wealthiest families in Sweden ... and about her octogenarian uncle, determined to know the truth about what he believes was her murder. It?s about Mikael Blomkvist, a crusading journalist recently at the wrong end of a libel case, hired to get to the bottom of Harriet?s disappearance ... and about Lisbeth Salander, a twenty-four-year-old pierced and tattooed genius hacker possessed of the hard-earned wisdom of someone twice her age who assists Blomkvist with the investigation. This unlikely team discovers a vein of nearly unfathomable iniquity running through the Vanger family, astonishing corruption in the highest echelons of Swedish industrialism, and an unexpected connection between themselves. Contagiously exciting, it?s about society at its most hidden, and about the intimate lives of a brilliantly realized cast of characters, all of them forced to face the darker aspects of their world and of their own lives.",,,,,,,,,,,656,,,4.17 x 1.42 x 7.09 in,,,English,,839.73/8,,,,9780307473479,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:28:17.253312945,,,,,,,,O8GmVV4IGR8C,,0,0,0,,,
The God Delusion,,,,,Richard Dawkins,"Dawkins, Richard",,,,,,Houghton Mifflin Company,Boston,,2006,,,,Religion,"A preeminent scientist -- and the world's most prominent atheist -- asserts the irrationality of belief in God and the grievous harm religion has inflicted on society, from the Crusades to 9/11.  With rigor and wit, Dawkins examines God in all his forms, from the sex-obsessed tyrant of the Old Testament to the more benign (but still illogical) Celestial Watchmaker favored by some Enlightenment thinkers. He eviscerates the major arguments for religion and demonstrates the supreme improbability of a supreme being. He shows how religion fuels war, foments bigotry, and abuses children, buttressing his points with historical and contemporary evidence. The God Delusion makes a compelling case that belief in God is not just wrong but potentially deadly. It also offers exhilarating insight into the advantages of atheism to the individual and society, not the least of which is a clearer, truer appreciation of the universe's wonders than any faith could ever muster.",,,,,,,,,,,463,,,5.51 x 1.22 x 8.27 in,,,English,,,,,,9780618918249,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:09:37.931563019,,,,,,,,OYpHYgEACAAJ,,0,0,0,,,
The God of the Woods,,A Novel,,,Liz Moore,"Moore, Liz",,,,,,Penguin,New York,2024/07/02,2024,,,,Fiction,"ONE OF THE NEW YORK TIMES’S NOTABLE BOOKS OF 2024A NEW YORK TIMES BEST THRILLER OF 2024A NEW YORK TIMES BEST CRIME NOVEL OF 2024PEOPLE MAGAZINE’S #1 BOOK OF THE YEARONE OF NPR’S “BOOKS WE LOVE” 2024ONE OF TIME MAGAZINE’S “100 MUST-READ BOOKS OF 2024”“Extraordinary . . . Reminds me of Donna Tartt’s 1992 debut, The Secret History . . . I was so thoroughly submerged in a rich fictional world, that for hours I barely came up for air.” —Maureen Corrigan, Fresh Air, NPR“This expertly paced thriller …has the kineticism of a well-crafted miniseries.” —The New YorkerWhen a teenager vanishes from her Adirondack summer camp, two worlds collideEarly morning, August 1975: a camp counselor discovers an empty bunk. Its occupant, Barbara Van Laar, has gone missing. Barbara isn’t just any thirteen-year-old: she’s the daughter of the family that owns the summer camp and employs most of the region’s residents. And this isn’t the first time a Van Laar child has disappeared. Barbara’s older brother similarly vanished fourteen years ago, never to be found.As a panicked search begins, a thrilling drama unfolds. Chasing down the layered secrets of the Van Laar family and the blue-collar community working in its shadow, Moore’s multi-threaded story invites readers into a rich and gripping dynasty of secrets and second chances. It is Liz Moore’s most ambitious and wide-reaching novel yet.",,,,,,,,,,,496,,,6.26 x 1.50 x 9.45 in,,,English,,813/.6,,,,9780593418918,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/09/15 19:32:31.671602010,,,,,,,,H9XcEAAAQBAJ,,0,0,0,,,
